pokedex_id,generation,category,name_fr,name_en,name_jp,sprite_regular,sprite_shiny,sprite_gmax,types,talents,stats,resistances,evolution,height,weight,egg_groups,sexe_male,sexe_female,catch_rate,level_100,formes
1,1,Pokémon Graine,Bulbizarre,Bulbasaur,フシギダネ,https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/1/regular.png,https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/1/shiny.png,,"Plante, Poison","Engrais, Chlorophylle","{'hp': 45, 'atk': 49, 'def': 49, 'spe_atk': 65, 'spe_def': 65, 'vit': 45}","[{'name': 'Normal', 'multiplier': 1}, {'name': 'Plante', 'multiplier': 0.25}, {'name': 'Feu', 'multiplier': 2}, {'name': 'Eau', 'multiplier': 0.5}, {'name': 'Électrik', 'multiplier': 0.5}, {'name': 'Glace', 'multiplier': 2}, {'name': 'Combat', 'multiplier': 0.5}, {'name': 'Poison', 'multiplier': 1}, {'name': 'Sol', 'multiplier': 1}, {'name': 'Vol', 'multiplier': 2}, {'name': 'Psy', 'multiplier': 2}, {'name': 'Insecte', 'multiplier': 1}, {'name': 'Roche', 'multiplier': 1}, {'name': 'Spectre', 'multiplier': 1}, {'name': 'Dragon', 'multiplier': 1}, {'name': 'Ténèbres', 'multiplier': 1}, {'name': 'Acier', 'multiplier': 1}, {'name': 'Fée', 'multiplier': 0.5}]","{'pre': None, 'next': [{'pokedex_id': 2, 'name': 'Herbizarre', 'condition': 'Niveau 16'}, {'pokedex_id': 3, 'name': 'Florizarre', 'condition': 'Niveau 32'}], 'mega': None}","0,7 m","6,9 kg","Monstrueux, Végétal",45,1059862,
2,1,Pokémon Graine,Herbizarre,Ivysaur,フシギソウ,https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/2/regular.png,https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/2/shiny.png,,"Plante, Poison","Engrais, Chlorophylle","{'hp': 60, 'atk': 62, 'def': 63, 'spe_atk': 80, 'spe_def': 80, 'vit': 60}","[{'name': 'Normal', 'multiplier': 1}, {'name': 'Plante', 'multiplier': 0.25}, {'name': 'Feu', 'multiplier': 2}, {'name': 'Eau', 'multiplier': 0.5}, {'name': 'Électrik', 'multiplier': 0.5}, {'name': 'Glace', 'multiplier': 2}, {'name': 'Combat', 'multiplier': 0.5}, {'name': 'Poison', 'multiplier': 1}, {'name': 'Sol', 'multiplier': 1}, {'name': 'Vol', 'multiplier': 2}, {'name': 'Psy', 'multiplier': 2}, {'name': 'Insecte', 'multiplier': 1}, {'name': 'Roche', 'multiplier': 1}, {'name': 'Spectre', 'multiplier': 1}, {'name': 'Dragon', 'multiplier': 1}, {'name': 'Ténèbres', 'multiplier': 1}, {'name': 'Acier', 'multiplier': 1}, {'name': 'Fée', 'multiplier': 0.5}]","{'pre': [{'pokedex_id': 1, 'name': 'Bulbizarre', 'condition': 'Niveau 16'}], 'next': [{'pokedex_id': 3, 'name': 'Florizarre', 'condition': 'Niveau 32'}], 'mega': None}","1,0 m","13,0 kg","Monstrueux, Végétal",45,1059862,
3,1,Pokémon Graine,Florizarre,Venusaur,フシギバナ,https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/3/regular.png,https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/3/shiny.png,"{'regular': 'https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/3/gmax-regular.png', 'shiny': 'https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/3/gmax-shiny.png'}","Plante, Poison","Engrais, Chlorophylle","{'hp': 80, 'atk': 82, 'def': 83, 'spe_atk': 100, 'spe_def': 100, 'vit': 80}","[{'name': 'Normal', 'multiplier': 1}, {'name': 'Plante', 'multiplier': 0.25}, {'name': 'Feu', 'multiplier': 2}, {'name': 'Eau', 'multiplier': 0.5}, {'name': 'Électrik', 'multiplier': 0.5}, {'name': 'Glace', 'multiplier': 2}, {'name': 'Combat', 'multiplier': 0.5}, {'name': 'Poison', 'multiplier': 1}, {'name': 'Sol', 'multiplier': 1}, {'name': 'Vol', 'multiplier': 2}, {'name': 'Psy', 'multiplier': 2}, {'name': 'Insecte', 'multiplier': 1}, {'name': 'Roche', 'multiplier': 1}, {'name': 'Spectre', 'multiplier': 1}, {'name': 'Dragon', 'multiplier': 1}, {'name': 'Ténèbres', 'multiplier': 1}, {'name': 'Acier', 'multiplier': 1}, {'name': 'Fée', 'multiplier': 0.5}]","{'pre': [{'pokedex_id': 1, 'name': 'Bulbizarre', 'condition': 'Niveau 16'}, {'pokedex_id': 2, 'name': 'Herbizarre', 'condition': 'Niveau 32'}], 'next': None, 'mega': [{'orbe': 'Florizarrite', 'sprites': {'regular': 'https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/3/mega-regular.png', 'shiny': 'https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/3/mega-shiny.png'}}]}","2,0 m","100,0 kg","Monstrueux, Végétal",45,1059862,
4,1,Pokémon Lézard,Salamèche,Charmander,ヒトカゲ ,https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/4/regular.png,https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/4/shiny.png,,Feu,"Brasier, Force Soleil","{'hp': 39, 'atk': 52, 'def': 43, 'spe_atk': 60, 'spe_def': 50, 'vit': 65}","[{'name': 'Normal', 'multiplier': 1}, {'name': 'Plante', 'multiplier': 0.5}, {'name': 'Feu', 'multiplier': 0.5}, {'name': 'Eau', 'multiplier': 2}, {'name': 'Électrik', 'multiplier': 1}, {'name': 'Glace', 'multiplier': 0.5}, {'name': 'Combat', 'multiplier': 1}, {'name': 'Poison', 'multiplier': 1}, {'name': 'Sol', 'multiplier': 2}, {'name': 'Vol', 'multiplier': 1}, {'name': 'Psy', 'multiplier': 1}, {'name': 'Insecte', 'multiplier': 0.5}, {'name': 'Roche', 'multiplier': 2}, {'name': 'Spectre', 'multiplier': 1}, {'name': 'Dragon', 'multiplier': 1}, {'name': 'Ténèbres', 'multiplier': 1}, {'name': 'Acier', 'multiplier': 0.5}, {'name': 'Fée', 'multiplier': 0.5}]","{'pre': None, 'next': [{'pokedex_id': 5, 'name': 'Reptincel', 'condition': 'Niveau 16'}, {'pokedex_id': 6, 'name': 'Dracaufeu', 'condition': 'Niveau 36'}], 'mega': None}","0,6 m","8,5 kg","Draconique, Monstrueux",45,1059862,
5,1,Pokémon Flamme,Reptincel,Charmeleon,リザード,https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/5/regular.png,https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/5/shiny.png,,Feu,"Brasier, Force Soleil","{'hp': 58, 'atk': 64, 'def': 58, 'spe_atk': 80, 'spe_def': 65, 'vit': 80}","[{'name': 'Normal', 'multiplier': 1}, {'name': 'Plante', 'multiplier': 0.5}, {'name': 'Feu', 'multiplier': 0.5}, {'name': 'Eau', 'multiplier': 2}, {'name': 'Électrik', 'multiplier': 1}, {'name': 'Glace', 'multiplier': 0.5}, {'name': 'Combat', 'multiplier': 1}, {'name': 'Poison', 'multiplier': 1}, {'name': 'Sol', 'multiplier': 2}, {'name': 'Vol', 'multiplier': 1}, {'name': 'Psy', 'multiplier': 1}, {'name': 'Insecte', 'multiplier': 0.5}, {'name': 'Roche', 'multiplier': 2}, {'name': 'Spectre', 'multiplier': 1}, {'name': 'Dragon', 'multiplier': 1}, {'name': 'Ténèbres', 'multiplier': 1}, {'name': 'Acier', 'multiplier': 0.5}, {'name': 'Fée', 'multiplier': 0.5}]","{'pre': [{'pokedex_id': 4, 'name': 'Salamèche', 'condition': 'Niveau 16'}], 'next': [{'pokedex_id': 6, 'name': 'Dracaufeu', 'condition': 'Niveau 36'}], 'mega': None}","1,1 m","19,0 kg","Monstrueux, Draconique",45,1059862,
6,1,Pokémon Flamme,Dracaufeu,Charizard,リザードン,https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/6/regular.png,https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/6/shiny.png,"{'regular': 'https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/6/gmax-regular.png', 'shiny': 'https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/6/gmax-shiny.png'}","Feu, Vol","Brasier, Force Soleil","{'hp': 78, 'atk': 84, 'def': 78, 'spe_atk': 109, 'spe_def': 85, 'vit': 100}","[{'name': 'Normal', 'multiplier': 1}, {'name': 'Plante', 'multiplier': 0.25}, {'name': 'Feu', 'multiplier': 0.5}, {'name': 'Eau', 'multiplier': 2}, {'name': 'Électrik', 'multiplier': 2}, {'name': 'Glace', 'multiplier': 1}, {'name': 'Combat', 'multiplier': 0.5}, {'name': 'Poison', 'multiplier': 1}, {'name': 'Sol', 'multiplier': 0}, {'name': 'Vol', 'multiplier': 1}, {'name': 'Psy', 'multiplier': 1}, {'name': 'Insecte', 'multiplier': 0.25}, {'name': 'Roche', 'multiplier': 4}, {'name': 'Spectre', 'multiplier': 1}, {'name': 'Dragon', 'multiplier': 1}, {'name': 'Ténèbres', 'multiplier': 1}, {'name': 'Acier', 'multiplier': 0.5}, {'name': 'Fée', 'multiplier': 0.5}]","{'pre': [{'pokedex_id': 4, 'name': 'Salamèche', 'condition': 'Niveau 16'}, {'pokedex_id': 5, 'name': 'Reptincel', 'condition': 'Niveau 36'}], 'next': None, 'mega': [{'orbe': 'Dracaufite X', 'sprites': {'regular': 'https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/6/mega_x-regular.png', 'shiny': 'https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/6/mega_x-shiny.png'}}, {'orbe': 'Dracaufite Y', 'sprites': {'regular': 'https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/6/mega_y-regular.png', 'shiny': 'https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/6/mega_y-shiny.png'}}]}","1,7 m","90,5 kg","Draconique, Monstrueux",45,1059862,
7,1,Pokémon Minitortue,Carapuce,Squirtle,ゼニガメ,https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/7/regular.png,https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/7/shiny.png,,Eau,"Torrent, Cuvette","{'hp': 44, 'atk': 48, 'def': 65, 'spe_atk': 50, 'spe_def': 64, 'vit': 43}","[{'name': 'Normal', 'multiplier': 1}, {'name': 'Plante', 'multiplier': 2}, {'name': 'Feu', 'multiplier': 0.5}, {'name': 'Eau', 'multiplier': 0.5}, {'name': 'Électrik', 'multiplier': 2}, {'name': 'Glace', 'multiplier': 0.5}, {'name': 'Combat', 'multiplier': 1}, {'name': 'Poison', 'multiplier': 1}, {'name': 'Sol', 'multiplier': 1}, {'name': 'Vol', 'multiplier': 1}, {'name': 'Psy', 'multiplier': 1}, {'name': 'Insecte', 'multiplier': 1}, {'name': 'Roche', 'multiplier': 1}, {'name': 'Spectre', 'multiplier': 1}, {'name': 'Dragon', 'multiplier': 1}, {'name': 'Ténèbres', 'multiplier': 1}, {'name': 'Acier', 'multiplier': 0.5}, {'name': 'Fée', 'multiplier': 1}]","{'pre': None, 'next': [{'pokedex_id': 8, 'name': 'Carabaffe', 'condition': 'Niveau 16'}, {'pokedex_id': 9, 'name': 'Tortank', 'condition': 'Niveau 36'}], 'mega': None}","0,5 m","9,0 kg","Aquatique 1, Monstrueux",45,1059862,
8,1,Pokémon Tortue,Carabaffe,Wartortle,カメール,https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/8/regular.png,https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/8/shiny.png,,Eau,"Torrent, Cuvette","{'hp': 59, 'atk': 63, 'def': 80, 'spe_atk': 65, 'spe_def': 80, 'vit': 58}","[{'name': 'Normal', 'multiplier': 1}, {'name': 'Plante', 'multiplier': 2}, {'name': 'Feu', 'multiplier': 0.5}, {'name': 'Eau', 'multiplier': 0.5}, {'name': 'Électrik', 'multiplier': 2}, {'name': 'Glace', 'multiplier': 0.5}, {'name': 'Combat', 'multiplier': 1}, {'name': 'Poison', 'multiplier': 1}, {'name': 'Sol', 'multiplier': 1}, {'name': 'Vol', 'multiplier': 1}, {'name': 'Psy', 'multiplier': 1}, {'name': 'Insecte', 'multiplier': 1}, {'name': 'Roche', 'multiplier': 1}, {'name': 'Spectre', 'multiplier': 1}, {'name': 'Dragon', 'multiplier': 1}, {'name': 'Ténèbres', 'multiplier': 1}, {'name': 'Acier', 'multiplier': 0.5}, {'name': 'Fée', 'multiplier': 1}]","{'pre': [{'pokedex_id': 7, 'name': 'Carapuce', 'condition': 'Niveau 16'}], 'next': [{'pokedex_id': 9, 'name': 'Tortank', 'condition': 'Niveau 36'}], 'mega': None}","1,0 m","22,5 kg","Aquatique 1, Monstrueux",45,1059862,
9,1,Pokémon Carapace,Tortank,Blastoise,カメックス,https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/9/regular.png,https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/9/shiny.png,"{'regular': 'https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/9/gmax-regular.png', 'shiny': 'https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/9/gmax-shiny.png'}",Eau,"Torrent, Cuvette","{'hp': 79, 'atk': 83, 'def': 100, 'spe_atk': 85, 'spe_def': 105, 'vit': 78}","[{'name': 'Normal', 'multiplier': 1}, {'name': 'Plante', 'multiplier': 2}, {'name': 'Feu', 'multiplier': 0.5}, {'name': 'Eau', 'multiplier': 0.5}, {'name': 'Électrik', 'multiplier': 2}, {'name': 'Glace', 'multiplier': 0.5}, {'name': 'Combat', 'multiplier': 1}, {'name': 'Poison', 'multiplier': 1}, {'name': 'Sol', 'multiplier': 1}, {'name': 'Vol', 'multiplier': 1}, {'name': 'Psy', 'multiplier': 1}, {'name': 'Insecte', 'multiplier': 1}, {'name': 'Roche', 'multiplier': 1}, {'name': 'Spectre', 'multiplier': 1}, {'name': 'Dragon', 'multiplier': 1}, {'name': 'Ténèbres', 'multiplier': 1}, {'name': 'Acier', 'multiplier': 0.5}, {'name': 'Fée', 'multiplier': 1}]","{'pre': [{'pokedex_id': 7, 'name': 'Carapuce', 'condition': 'Niveau 16'}, {'pokedex_id': 8, 'name': 'Carabaffe', 'condition': 'Niveau 36'}], 'next': None, 'mega': [{'orbe': 'Tortankite', 'sprites': {'regular': 'https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/9/mega-regular.png', 'shiny': 'https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/9/mega-shiny.png'}}]}","1,6 m","85,5 kg","Aquatique 1, Monstrueux",45,1059862,
10,1,Pokémon Ver,Chenipan,Caterpie,キャタピー,https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/10/regular.png,https://raw.githubusercontent.com/Yarkis01/TyraDex/images/sprites/10/shiny.png,,Insecte,"Écran Poudre, Fuite","{'hp': 45, 'atk': 30, 'def': 35, 'spe_atk': 20, 'spe_def': 20, 'vit': 45}","[{'name': 'Normal', 'multiplier': 1}, {'name': 'Plante', 'multiplier': 0.5}, {'name': 'Feu', 'multiplier': 2}, {'name': 'Eau', 'multiplier': 1}, {'name': 'Électrik', 'multiplier': 1}, {'name': 'Glace', 'multiplier': 1}, {'name': 'Combat', 'multiplier': 0.5}, {'name': 'Poison', 'multiplier': 1}, {'name': 'Sol', 'multiplier': 0.5}, {'name': 'Vol', 'multiplier': 2}, {'name': 'Psy', 'multiplier': 1}, {'name': 'Insecte', 'multiplier': 1}, {'name': 'Roche', 'multiplier': 2}, {'name': 'Spectre', 'multiplier': 1}, {'name': 'Dragon', 'multiplier': 1}, {'name': 'Ténèbres', 'multiplier': 1}, {'name': 'Acier', 'multiplier': 1}, {'name': 'Fée', 'multiplier': 1}]","{'pre': None, 'next': [{'pokedex_id': 11, 'name': 'Chrysacier', 'condition': 'Niveau 7'}, {'pokedex_id': 12, 'name': 'Papilusion', 'condition': 'Niveau 10'}], 'mega': None}","0,3 m","2,9 kg",Insectoïde,255,1000000,
